variable,cepat_kode,nama,tingkat_pendidikan_id
U,5193334,S-1 HUKUM SUMBER DAYA ALAM,40
U,5191095,S-1 HUKUM SYARIAH,40
U,5123450,S-1 HUKUM TATA NEGARA,40
U,5102554,S-1 HUKUM TATA NEGARA (SIYASAH),40
U,5200040,S-1 HUKUM TATA NEGARA ISLAM (SIYASAH),40
U,5171001,S-1 HUMANIORA,40
U,5190038,S-1 ILMU ADMINISTRASI,40
U,5126019,S-1 ILMU ADMINISTRASI NEGARA,40
U,5126015,S-1 ILMU ADMINISTRASI NIAGA,40
U,5126017,S-1 ILMU ADMINISTRASI PUBLIK,40
U,5100219,S-1 ILMU AGAMA,40
U,5193051,S-1 ILMU AKTUARIA,40
U,5100217,S-1 ILMU AKUNTANSI,40
U,5102475,S-1 ILMU AL QUR`AN DAN TAFSIR,40
U,9400286,S-1 ILMU ANTROPOLOGI,40
U,5210196,S-1 ILMU ATAU SAINS AKTUARIA,40
U,9940610,S-1 ILMU ATAU SAINS KOMUNIKASI,40
U,5119091,S-1 ILMU ATAU SAINS PERIKANAN,40
U,5210214,S-1 ILMU ATMOSFER DAN KEPLANETAN,40
U,5100436,S-1 ILMU BIOLOGI,40
U,5210215,S-1 ILMU BIOMEDIS,40
U,5192798,S-1 ILMU DAN INDUSTRI PETERNAKAN,40
U,5101293,S-1 ILMU DAN TEKNOLOGI HAYATI,40
U,5100780,S-1 ILMU DAN TEKNOLOGI KELAUTAN,40
U,5190104,S-1 ILMU DAN TEKNOLOGI PANGAN,40
U,5103139,S-1 ILMU DESAIN,40
U,5119146,S-1 ILMU DESIGN TERAPAN,40
U,5101202,S-1 ILMU EKONOMI,40
U,5102548,S-1 ILMU EKONOMI DAN KEUANGAN ISLAM,40
U,5190135,S-1 ILMU EKONOMI DAN STUDI PEMBANGUNAN,40
U,5191158,S-1 ILMU EKONOMI ISLAM,40
U,5100162,S-1 ILMU EKONOMI MANAJEMEN,40
U,5101203,S-1 ILMU EKONOMI PEMBANGUNAN,40
U,5193709,S-1 ILMU EKONOMI PERTANIAN,40
U,5100155,S-1 ILMU EKONOMI STUDI PEMBANGUNAN,40
U,500942,S-1 ILMU EKONOMI SYARIAH,40
U,5102519,S-1 ILMU FALAK,40
U,5100205,S-1 ILMU GEOGRAFI,40
U,5104911,S-1 ILMU GIZI,40
U,5106191,S-1 ILMU GIZI MASYARAKAT,40
U,5210024,S-1 ILMU HAMA DAN PENYAKIT PERTANIAN,40
U,5100519,S-1 ILMU HAMA DAN PENYAKIT TANAMAN,40
U,5106168,S-1 ILMU HAMA DAN PENYAKIT TUMBUHAN,40
U,5180002,S-1 ILMU HUBUNGAN INTERNASIONAL,40
U,5123130,S-1 ILMU HUKUM,40
U,5210337,S-1 ILMU HUKUM,40
U,5100237,S-1 ILMU HUKUM DAN SOSIAL,40
U,5103072,S-1 ILMU INFORMASI,40
U,5180001,S-1 ILMU INFORMASI DAN PERPUSTAKAAN,40
U,5100259,S-1 ILMU INFORMATIKA,40
U,5192611,S-1 ILMU JURNALISTIK,40
U,5100377,S-1 ILMU KEARSIPAN,40
U,5100154,S-1 ILMU KEBIDANAN,40
U,5193056,S-1 ILMU KEBIJAKAN PUBLIK,40
U,5009008,S-1 ILMU KEDOKTERAN,40
U,5210546,S-1 ILMU KEDOKTERAN HEWAN,40
U,5101927,S-1 ILMU KEHUTANAN,40
U,5105020,S-1 ILMU KELAUTAN,40
U,5101947,S-1 ILMU KELUARGA,40
U,5192668,S-1 ILMU KELUARGA DAN KONSUMEN,40
U,5100928,S-1 ILMU KEOLAHRAGAAN,40
U,5193057,S-1 ILMU KEPARIWISATAAN,40
U,5103138,S-1 ILMU KEPENDUDUKAN,40
U,5104501,S-1 ILMU KEPERAWATAN,40
U,5191018,S-1 ILMU KEPERAWATAN GIGI,40
U,5102477,S-1 ILMU KEPOLISIAN,40
U,5101186,S-1 ILMU KESEHATAN,40
U,5100747,S-1 ILMU KESEHATAN KERJA,40
U,5100483,S-1 ILMU KESEHATAN LINGKUNGAN,40
U,5131002,S-1 ILMU KESEHATAN MASYARAKAT,40
U,5190020,S-1 ILMU KESEJAHTERAAN SOSIAL,40
U,5191410,S-1 ILMU KIMIA,40
U,5101794,S-1 ILMU KOMPUTASI,40
U,5150001,S-1 ILMU KOMPUTER,40
U,5193060,S-1 ILMU KOMPUTER (INFORMATIKA),40
U,9940611,S-1 ILMU KOMPUTER ATAU INFORMATIKA,40
U,5153000,S-1 ILMU KOMUNIKASI,40
U,5192686,S-1 ILMU KOMUNIKASI (PUBLIC RELATION),40
U,5100840,S-1 ILMU KOMUNIKASI BIDANG ILMU HUMAS,40
U,5200005,S-1 ILMU KOMUNIKASI BIDANG ILMU JURNALISTIK,40
U,5119094,S-1 ILMU KOMUNIKASI BROADCASTING,40
U,5193618,S-1 ILMU KOMUNIKASI DAN HUMAS,40
U,5193400,S-1 ILMU KOMUNIKASI VISUAL,40
U,5190183,S-1 ILMU KOMUNIKASI/HUBUNGAN MASYARAKAT,40
U,5100466,S-1 ILMU LALU LINTAS DAN ANGKUTAN JALAN,40
U,5100269,S-1 ILMU LINGKUNGAN,40
U,5193689,S-1 ILMU LINGKUNGAN HIDUP,40
U,5100221,S-1 ILMU MANAJEMEN,40
U,5100735,S-1 ILMU MANAJEMEN TRANSPORTASI DARAT,40
U,5193522,S-1 ILMU MATEMATIKA,40
U,5100592,S-1 ILMU METEREOLOGI,40
U,5103137,S-1 ILMU MULTIMEDIA,40
U,5210216,S-1 ILMU PANGAN,40
U,5119147,S-1 ILMU PEMBANGUNAN,40
U,5144001,S-1 ILMU PEMERINTAHAN,40
U,5210338,S-1 ILMU PEMERINTAHAN,40
U,5110900,S-1 ILMU PENDIDIKAN,40
U,6202387,S-1 ILMU PENDIDIKAN BIMBINGAN KONSELING,40
U,5193063,S-1 ILMU PERENCANAAN WILAYAH DAN KOTA,40
U,5103136,S-1 ILMU PERENCANAAN WILAYAH DAN PEDESAAN,40
U,5100378,S-1 ILMU PERHUBUNGAN,40
U,5191239,S-1 ILMU PERIKANAN,40
U,5180000,S-1 ILMU PERPUSTAKAAN,40
U,5190017,S-1 ILMU PERPUSTAKAAN DAN INFORMASI,40
U,5193692,S-1 ILMU PERPUSTAKAAN DAN INFORMASI ISLAM,40
U,5192573,S-1 ILMU PERTANIAN,40
U,5100157,S-1 ILMU PETERNAKAN,40
U,5145082,S-1 ILMU POLITIK,40
U,5193064,S-1 ILMU POLITIK DAN PEMERINTAHAN,40
U,5119148,S-1 ILMU POLITIK SOSIAL,40
U,5100370,S-1 ILMU PSIKOLOGI,40
U,5120704,S-1 ILMU SEJARAH,40
U,5106160,S-1 ILMU SOSIAL,40
U,5190182,S-1 ILMU SOSIAL DAN ILMU POLITIK,40
U,5145013,S-1 ILMU SOSIAL POLITIK,40
U,5145004,S-1 ILMU SOSIATRI,40
U,5192598,S-1 ILMU SOSIOLOGI,40
U,5100199,S-1 ILMU STATISTIK,40
U,5193488,S-1 ILMU STATISTIKA,40
U,5105030,S-1 ILMU TANAH,40
U,5100782,S-1 ILMU TEKNIK KIMIA,40
U,5193066,S-1 ILMU TEKNIK SIPIL,40
U,5193382,S-1 ILMU TEKNIK SIPIL DAN PERENCANAAN TATA RUANG,40
U,5193639,S-1 ILMU TEKNOLOGI PANGAN,40
U,5102479,S-1 ILMU TEOLOGI,40
U,5100327,S-1 ILMU TRANSPORTASI DARAT,40
U,5100135,S-1 INDUSTRI,40
U,5100373,S-1 INDUSTRI PETERNAKAN,40
U,5193350,S-1 INFORMASI TEKNOLOGI,40
U,5191141,S-1 INFORMATIKA,40
U,5191381,S-1 INFORMATIKA KESEHATAN,40
U,5210217,S-1 INFORMATIKA MEDIS,40
U,5210339,S-1 INOVASI DIGITAL,40
U,5101765,S-1 INSTITUT ILMU PEMERINTAHAN,40
U,5190044,S-1 JINAYAH SIYASAH,40
U,5153001,S-1 JURNALISTIK,40
U,5119149,S-1 JURNALISTIK ISLAM,40
U,5199990,S-1 JURNALISTIK KONSENTRASI KOMUNIKASI JURNALISTIK,40
U,5192710,S-1 JURNALISTIK PUBLIC RELATION,40
U,5210218,S-1 KAJIAN ACEH,40
U,5210219,S-1 KAJIAN ARAB,40
U,5210220,S-1 KAJIAN BATAK,40
U,5210221,S-1 KAJIAN BELANDA,40
U,5193069,S-1 KAJIAN BUDAYA,40
U,5210222,S-1 KAJIAN BUGIS,40
U,5102932,"S-1 KAJIAN FILM, TELEVISI, DAN MEDIA",40
U,5210223,S-1 KAJIAN INDONESIA,40
U,5210224,S-1 KAJIAN INGGRIS,40
U,5210225,S-1 KAJIAN JAWA,40
U,5210226,S-1 KAJIAN JEPANG,40
U,5210227,S-1 KAJIAN JERMAN,40
U,5210228,S-1 KAJIAN KOREA,40
U,5210229,S-1 KAJIAN MINANGKABAU,40
U,5210230,S-1 KAJIAN PERANCIS,40
U,5102934,S-1 KAJIAN SASTRA DAN BUDAYA,40
U,5210231,S-1 KAJIAN SLAVIA,40
U,5210232,S-1 KAJIAN SUNDA,40
U,5210233,S-1 KAJIAN TIONGKOK,40
U,5193077,S-1 KAJIAN WILAYAH ASIA,40
U,5210031,S-1 KAJIAN WILAYAH EROPA,40
U,5193078,S-1 KAJIAN WILAYAH TIMUR TENGAH,40
U,5192804,S-1 KARTOGRAFI DAN PENGINDERAAN JAUH,40
U,5210032,S-1 KEAMANAN DAN INTELIJEN SIBER,40
U,5210340,S-1 KEAMANAN PANGAN,40
U,5210568,S-1 KEAMANAN SISTEM INFORMASI,40
U,5180005,S-1 KEARSIPAN,40
U,5210033,S-1 KEARSIPAN DIGITAL,40
U,5104700,S-1 KEBIDANAN,40
U,5210341,S-1 KEBIJAKAN PANGAN,40
U,5100048,S-1 KEBIJAKAN PEMERINTAHAN,40
U,5102576,S-1 KEBIJAKAN PENDIDIKAN,40
U,5100104,S-1 KEBIJAKAN PUBLIK,40
U,9400025,S-1 KECERDASAN BUATAN,40
U,5101043,S-1 KEDOKTERAN,40
U,5104152,S-1 KEDOKTERAN DASAR,40
U,5104153,S-1 KEDOKTERAN DASAR UMUM,40
U,5104200,S-1 KEDOKTERAN GIGI,40
U,5101289,S-1 KEDOKTERAN HEWAN,40
U,5210235,S-1 KEDOKTERAN KERJA,40
U,5104110,S-1 KEDOKTERAN UMUM,40
U,5100759,S-1 KEFARMASIAN,40
U,5101302,S-1 KEHUTANAN,40
U,5101305,S-1 KELAUTAN,40
U,5100904,S-1 KEOLAHRAGAAN,40
U,5192814,S-1 KEPELATIHAN OLAHRAGA,40
U,5107900,S-1 KEPENDUDUKAN,40
U,5131030,S-1 KEPENDUDUKAN DAN STATISTIK,40
U,5107911,S-1 KEPENDUDUKAN UMUM,40
U,5104500,S-1 KEPERAWATAN,40
U,5190120,S-1 KEPERAWATAN + NERS,40
U,5104800,S-1 KESEHATAN,40
U,5193590,S-1 KESEHATAN DAN KESELAMATAN KERJA,40
U,5193351,S-1 KESEHATAN KERJA,40
U,5104820,S-1 KESEHATAN LINGKUNGAN,40
U,5101047,S-1 KESEHATAN MASYARAKAT,40
U,5131001,S-1 KESEHATAN MASYARAKAT,40
U,5210601,S-1 KESEHATAN MASYARAKAT (KONSENTRASI ENTOMOLOGI KESEHATAN),40
U,5210608,S-1 KESEHATAN MASYARAKAT (PEMINATAN PROMOSI KESEHATAN DAN ILMU PERILAKU),40
U,7609178,S-1 KESEHATAN MASYARAKAT (PEMINATAN PROMOSI KESEHATAN),40
U,5210602,S-1 KESEHATAN MASYARAKAT (PEMINATAN/JURUSAN/KONSENTRASI EPIDEMIOLOGI),40
U,5210609,S-1 KESEHATAN MASYARAKAT (PEMINATAN/KONSENTRASI KESEHATAN LINGKUNGAN ATAU SANITASI LINGKUNGAN),40
U,5210346,S-1 KESEHATAN MASYARAKAT (PEMINATAN/KONSENTRASI KESEHATAN LINGKUNGAN),40
U,5210604,S-1 KESEHATAN MASYARAKAT (PEMINATAN/KONSENTRASI KESELAMATAN DAN KESEHATAN KERJA),40
U,5100520,S-1 KESEHATAN MASYARAKAT (PROMOSI KESEHATAN),40
U,5193534,S-1 KESEHATAN MASYARAKAT JURUSAN EPIDEMIOLOGI,40
U,5210547,S-1 KESEJAHTERAAN LINGKUNGAN,40
U,5210034,S-1 KESEJAHTERAAN MASYARAKAT,40
U,5101309,S-1 KESEJAHTERAAN SOSIAL,40
U,5146001,S-1 KESEJAHTERAAN SOSIAL UMUM,40
U,5190050,S-1 KESEKRETARIATAN,40
U,5100635,S-1 KESELAMATAN DAN KESEHATAN KERJA,40
U,5010145,S-1 KETAHANAN NASIONAL,40
U,5100956,S-1 KEUANGAN ISLAM,40
U,5102482,S-1 KEUANGAN SYARIAH,40
U,5101350,S-1 KEWIRAUSAHAAN,40
U,5107211,S-1 KIMIA,40
U,5100478,S-1 KLIMATOLOGI,40
U,5193407,S-1 KOMPUTASI STATISTIKA,40
U,5150000,S-1 KOMPUTER,40
U,5191068,S-1 KOMPUTER DAN SISTEM INFORMATIKA,40
U,5100770,S-1 KOMPUTER SISTEM INFORMASI,40
U,5150022,S-1 KOMPUTER SISTEM INFORMATIKA,40
U,5150041,S-1 KOMPUTER TEKNIK INFORMATIKA,40
U,5101272,S-1 KOMUNIKASI,40
U,5100826,S-1 KOMUNIKASI DAN PENGEMBANGAN MASYARAKAT,40
U,5140322,S-1 KOMUNIKASI DAN PENYIARAN ISLAM,40
U,5103157,S-1 KOMUNIKASI HUBUNGAN MASYARAKAT,40
U,5153021,S-1 KOMUNIKASI HUMAS,40
U,5191391,S-1 KOMUNIKASI ISLAM,40
U,5153050,S-1 KOMUNIKASI KESEHATAN MASYARAKAT,40
U,5153041,S-1 KOMUNIKASI MASSA,40
U,5103135,S-1 KOMUNIKASI PEMBANGUNAN,40
U,5101511,S-1 KOMUNIKASI PEMBANGUNAN PERTANIAN,40
U,5191389,S-1 KOMUNIKASI PENYIARAN ISLAM,40
U,5191133,S-1 KOMUNIKASI PERIKLANAN,40
U,5210036,S-1 KONSERVASI BIOLOGI,40
U,5210236,S-1 KONSERVASI HEWAN LIAR,40
U,5210237,S-1 KONSERVASI HEWAN LIAR DAN HUTAN,40
U,5210238,S-1 KONSERVASI HUTAN,40
U,5210239,S-1 KONSERVASI SENI,40
U,5210037,S-1 KONSERVASI SUMBER DAYA ALAM,40
U,5191207,S-1 KONSERVASI SUMBER DAYA HUTAN,40
U,5100757,S-1 KONSERVASI SUMBER DAYA HUTAN DAN EKOWISATA,40
U,5101512,S-1 KONSERVASI SUMBER DAYA HUTAN DAN EKOWISATA,40
U,5192786,S-1 KRIMINOLOGI,40
U,5100847,S-1 KRIYA,40
U,5191087,S-1 KRIYA SENI,40
U,5193089,S-1 KURIKULUM,40
U,5190122,S-1 LINGKUNGAN,40
U,5210112,S-1 LINGUISTIK INDONESIA,40
U,5210190,S-1 LINGUISTIK TERAPAN BAHASA INGGRIS,40
U,5191361,S-1 LISTRIK ELEKTRO,40
U,5210241,S-1 LOGIKA,40
U,5102955,S-1 LOGISTIK,40
U,5210038,S-1 MANAJAMEN,40
U,5102286,S-1 MANAJEMEN,40
U,5193211,S-1 MANAJEMEN ADMINISTRASI,40
U,5102918,S-1 MANAJEMEN ADMINISTRASI PERKANTORAN,40
U,5100813,S-1 MANAJEMEN AGRIBISNIS,40
U,5100601,S-1 MANAJEMEN AGRIBISNIS PERTANIAN,40
U,5210349,S-1 MANAJEMEN AGROBISNIS,40
U,5193093,S-1 MANAJEMEN AKUNTANSI,40
U,5193094,S-1 MANAJEMEN ASET,40
U,5210550,S-1 MANAJEMEN ATAU PENGELOLAAN SUMBER DAYA LAHAN,40
U,5119110,S-1 MANAJEMEN ATAU PENGELOLAAN SUMBER DAYA PERAIRAN,40
U,5102607,S-1 MANAJEMEN BENCANA,40
U,5101317,S-1 MANAJEMEN BISNIS,40
U,5193095,S-1 MANAJEMEN BISNIS INTERNASIONAL,40
U,5210350,S-1 MANAJEMEN BISNIS TELEKOMUNIKASI INFORMATIKA,40
U,5109943,S-1 MANAJEMEN DAKWAH ISLAM,40
U,5119111,S-1 MANAJEMEN DAN BISNIS,40
U,5210351,S-1 MANAJEMEN DAN KEBIJAKAN PUBLIK,40
U,5102606,S-1 MANAJEMEN ENERGI,40
U,5106310,S-1 MANAJEMEN HUTAN,40
U,5190067,S-1 MANAJEMEN INDUSTRI,40
U,5101505,S-1 MANAJEMEN INFORMASI KESEHATAN,40
U,5102960,S-1 MANAJEMEN INFORMASI KOMUNIKASI,40
U,5150023,S-1 MANAJEMEN INFORMATIKA,40
U,5101325,S-1 MANAJEMEN KEARSIPAN,40
U,5101323,S-1 MANAJEMEN KEBIJAKAN PUBLIK,40
U,5210359,S-1 MANAJEMEN KEBIJAKAN PUBLIK,40
U,5191380,S-1 MANAJEMEN KEHUTANAN,40
U,5104841,S-1 MANAJEMEN KESEHATAN,40
U,5111111,S-1 MANAJEMEN KEUANGAN,40
U,5101328,S-1 MANAJEMEN KOMUNIKASI,40
U,5210569,S-1 MANAJEMEN KOMUNIKASI DAN MEDIA,40
U,5191079,S-1 MANAJEMEN LOGISTIK,40
U,5103134,S-1 MANAJEMEN MEDIA DAN KOMUNIKASI,40
U,5210353,S-1 MANAJEMEN MUTU PANGAN,40
U,5210242,S-1 MANAJEMEN OLAHRAGA,40
U,5102962,S-1 MANAJEMEN PAJAK,40
U,5101268,S-1 MANAJEMEN PARIWISATA INTERNASIONAL,40
U,5100071,S-1 MANAJEMEN PEMASARAN,40
U,5210360,S-1 MANAJEMEN PEMERINTAHAN,40
U,5110671,S-1 MANAJEMEN PENDIDIKAN,40
U,5110672,S-1 MANAJEMEN PENDIDIKAN ISLAM,40
U,5109920,S-1 MANAJEMEN PERHOTELAN,40
U,5192697,S-1 MANAJEMEN PERKANTORAN,40
U,5210355,S-1 MANAJEMEN PERTANIAN,40
U,5210356,S-1 MANAJEMEN PRODUKSI PERKEBUNAN,40
U,5199994,S-1 MANAJEMEN PUBLIK,40
U,5103140,S-1 MANAJEMEN REKAYASA,40
U,5102485,S-1 MANAJEMEN REKAYASA INDUSTRI,40
U,5101316,S-1 MANAJEMEN SDM,40
U,5210358,S-1 MANAJEMEN SUMBER DAYA AIR,40
U,5102742,S-1 MANAJEMEN SUMBER DAYA ALAM,40
U,5100832,S-1 MANAJEMEN SUMBER DAYA LAHAN,40
U,5210570,S-1 MANAJEMEN SUMBER DAYA MANUSIA APARATUR,40
U,5101329,S-1 MANAJEMEN SUMBER DAYA PERAIRAN,40
U,5210562,S-1 MANAJEMEN SUMBERDAYA HAYATI,40
U,5102750,S-1 MANAJEMEN SYARIAH,40
U,5210243,S-1 MANAJEMEN TEKNOLOGI,40
U,5101320,S-1 MANAJEMEN TRANSPORTASI,40
U,5101310,S-1 MANAJEMEN TRANSPORTASI DARAT,40
U,5191099,S-1 MANAJEMEN TRANSPORTASI LAUT,40
U,5190206,S-1 MANAJEMEN TRANSPORTASI UDARA,40
U,5101050,S-1 MATEMATIKA,40
U,5193408,S-1 MATEMATIKA IPA,40
U,5193536,S-1 MATEMATIKA SAINS,40
U,5102303,S-1 MATEMATIKA STATISTIKA,40
U,5193105,S-1 MATEMATIKA TERAPAN,40
U,5106121,S-1 MEKANISASI PERTANIAN,40
U,5100136,S-1 MESIN,40
U,5210525,S-1 MESIN OTOMOTIF,40
U,5190083,S-1 METEOROLOGI,40
U,5107241,S-1 METEOROLOGI TERAPAN,40
U,5100590,S-1 METEREOLOGI DAN GEOFISIKA,40
U,7609179,S-1 METROLOGI DAN INSTRUMENTASI,40
U,5100019,S-1 MIKROBIOLOGI,40
U,5193640,S-1 MIKROBIOLOGI PANGAN,40
U,5191379,S-1 MIKROBIOLOGI PERTANIAN,40
U,5107100,S-1 MIPA,40
U,5101553,S-1 MIPA GEOGRAFI,40
U,5210563,S-1 MITIGASI BENCANA,40
U,5192763,S-1 MUAMALAH,40
U,5191135,S-1 MULTIMEDIA,40
U,5101353,S-1 MUSIK,40
U,5191185,S-1 NUTRISI DAN MAKANAN TERNAK,40
U,5100553,S-1 NUTRISI DAN PAKAN TERNAK,40
U,5210044,S-1 NUTRISI DAN TEKNOLOGI PAKAN TERNAK,40
U,5193641,S-1 NUTRISI PANGAN,40
U,5191286,S-1 NUTRISI TERNAK,40
U,5190084,S-1 OCEANOGRAFI,40
U,5100467,S-1 OLAH RAGA,40
U,5210122,S-1 OLAHRAGA REKREASI,40
U,5109251,S-1 OSEANOGRAFI,40
U,5109731,S-1 OTOMOTIF,40
U,5102752,S-1 PANGAN DAN NUTRISI,40
U,5109900,S-1 PARIWISATA,40
U,9940566,S-1 PARIWISATA BUDAYA DAN KEAGAMAAN,40
U,5210045,S-1 PARIWISATA DAN KEAGAMAAN,40
U,5199997,S-1 PATOLOGI,40
U,5192811,S-1 PEKERJAAN SOSIAL,40
U,5100751,S-1 PEMANFAATAN SUMBER DAYA PERIKANAN,40
U,5210361,S-1 PEMANFATAAN SUMBERDAYA PERAIRAN,40
U,5193354,S-1 PEMBANGUNAN EKONOMI KEWILAYAHAN,40
U,5210046,S-1 PEMBANGUNAN PETERNAKAN,40
U,5102357,S-1 PEMBANGUNAN SOSIAL,40
U,5102489,S-1 PEMBANGUNAN SOSIAL DAN KESEJAHTERAAN,40
U,5192783,S-1 PEMBANGUNAN WILAYAH,40
U,5193537,S-1 PEMBANGUNAN WILAYAH DAN KOTA,40
U,5101438,S-1 PEMERINTAHAN,40
U,5210599,S-1 PEMINATAN/JURUSAN/PROGRAM STUDI/KONSENTRASI ENTOMOLOGI KESEHATAN,40
U,5210598,S-1 PEMINATAN/JURUSAN/PROGRAM STUDI/KONSENTRASI TEKNOLOGI LABORATORIUM KESEHATAN/TEKNOLOGI LABORATORIUM MEDIK,40
U,5210607,S-1 PEMINATAN/JURUSAN/PROGRAM STUDI/KONSENTRASI TEKNOLOGI LABORATORIUM KESEHATAN/TEKNOLOGI LABORATORIUM MEDIS,40
U,5210363,S-1 PEMULIAAN DAN PRODUKSI TERNAK,40
U,5106177,S-1 PEMULIAAN TANAMAN,40
U,5110000,S-1 PENDIDIKAN,40
U,5110360,S-1 PENDIDIKAN ADMINISTRASI PERKANTORAN,40
U,5100066,S-1 PENDIDIKAN AGAMA,40
U,5102281,S-1 PENDIDIKAN AGAMA ISLAM,40
U,5140219,S-1 PENDIDIKAN AGAMA ISLAM,40
U,5110625,S-1 PENDIDIKAN AKUNTANSI,40
U,5110965,S-1 PENDIDIKAN ANAK USIA DINI,40
U,5110464,S-1 PENDIDIKAN ANTROPOLOGI,40
U,5110800,S-1 PENDIDIKAN BAHASA,40
U,5110822,S-1 PENDIDIKAN BAHASA ARAB,40
U,5100664,S-1 PENDIDIKAN BAHASA BALI,40
U,5210113,S-1 PENDIDIKAN BAHASA BUGIS,40
U,5190070,S-1 PENDIDIKAN BAHASA DAERAH,40
U,5100778,S-1 PENDIDIKAN BAHASA DAN SASTRA DAERAH,40
U,5110813,S-1 PENDIDIKAN BAHASA DAN SASTRA INDONESIA,40
U,5110851,S-1 PENDIDIKAN BAHASA DAN SASTRA INGGRIS,40
U,5110816,S-1 PENDIDIKAN BAHASA DAN SASTRA JAWA,40
U,5101057,S-1 PENDIDIKAN BAHASA INDONESIA,40
U,5110812,S-1 PENDIDIKAN BAHASA INDONESIA,40
U,5101597,S-1 PENDIDIKAN BAHASA INDONESIA DAN DAERAH,40
U,5110852,S-1 PENDIDIKAN BAHASA INGGRIS,40
U,5110817,S-1 PENDIDIKAN BAHASA JAWA,40
U,5110862,S-1 PENDIDIKAN BAHASA JEPANG,40
U,5110872,S-1 PENDIDIKAN BAHASA JERMAN,40
U,5100110,S-1 PENDIDIKAN BAHASA KOREA,40
U,5193524,S-1 PENDIDIKAN BAHASA LAMPUNG,40
U,5210114,S-1 PENDIDIKAN BAHASA MAKASSAR,40
U,5110882,S-1 PENDIDIKAN BAHASA MANDARIN,40
U,5210115,S-1 PENDIDIKAN BAHASA MELAYU,40
U,5110891,S-1 PENDIDIKAN BAHASA PERANCIS,40
U,5101606,S-1 PENDIDIKAN BAHASA SASTRA INDONESIA DAN DAERAH,40
U,5101607,S-1 PENDIDIKAN BAHASA SUNDA,40
U,5210048,"S-1 PENDIDIKAN BAHASA, SASTRA INDONESIA, DAN BAHASA DAERAH",40
U,5110932,S-1 PENDIDIKAN BIMBINGAN DAN KONSELING,40
U,5110160,S-1 PENDIDIKAN BIOLOGI,40
U,5110970,S-1 PENDIDIKAN BISNIS,40
U,5210244,S-1 PENDIDIKAN BUDAYA SUNDA,40
U,5100634,S-1 PENDIDIKAN BUDIDAYA PERAIRAN,40
U,5009013,S-1 PENDIDIKAN DOKTER,40
U,5111002,S-1 PENDIDIKAN EKONOMI,40
U,5110633,S-1 PENDIDIKAN EKONOMI KOPERASI,40
U,5100943,S-1 PENDIDIKAN FISIKA,40
U,5110993,S-1 PENDIDIKAN GEOGRAFI,40
U,5102318,S-1 PENDIDIKAN GURU MATEMATIKA,40
U,5191071,S-1 PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,40
U,5102078,S-1 PENDIDIKAN GURU SEKOLAH DASAR,40
U,5210366,S-1 PENDIDIKAN GURU SEKOLAH DASAR,40
U,5101725,S-1 PENDIDIKAN HUKUM,40
U,5191438,S-1 PENDIDIKAN ILMU KOMPUTER,40
U,5110122,S-1 PENDIDIKAN ILMU PENGETAHUAN ALAM,40
U,5190045,S-1 PENDIDIKAN ILMU PENGETAHUAN SOSIAL,40
U,5190111,S-1 PENDIDIKAN INFORMATIKA,40
U,5190219,S-1 PENDIDIKAN IPS,40
U,5110967,S-1 PENDIDIKAN JASMANI,40
U,5193298,S-1 PENDIDIKAN JASMANI SD,40
U,5102660,S-1 PENDIDIKAN KEAGAMAAN BUDDHA,40
U,5119139,S-1 PENDIDIKAN KEAGAMAAN HINDU,40
U,5102656,S-1 PENDIDIKAN KEAGAMAAN KATOLIK,40
U,5119140,S-1 PENDIDIKAN KEAGAMAAN KRISTEN,40
U,5100079,S-1 PENDIDIKAN KEPELATIHAN OLAHRAGA,40
U,5210245,S-1 PENDIDIKAN KEPERCAYAAN TERHADAP TUHAN YANG MAHA ESA,40
U,5131050,S-1 PENDIDIKAN KESEHATAN MASYARAKAT,40
U,5110652,S-1 PENDIDIKAN KESEJAHTERAAN KELUARGA,40
U,5100091,S-1 PENDIDIKAN KHUSUS,40
U,5110140,S-1 PENDIDIKAN KIMIA,40
U,5111000,S-1 PENDIDIKAN KOMPUTER,40
U,5110634,S-1 PENDIDIKAN KOPERASI,40
U,5193468,S-1 PENDIDIKAN KRIYA,40
U,5101652,S-1 PENDIDIKAN KURIKULUM DAN TEKNOLOGI PENDIDIKAN,40
U,5102672,S-1 PENDIDIKAN LINGKUNGAN,40
U,5102493,S-1 PENDIDIKAN LUAR BIASA,40
U,5100120,S-1 PENDIDIKAN LUAR BIASA (BRAILLE),40
U,5191234,S-1 PENDIDIKAN LUAR BIASA (PLB),40
U,5101817,S-1 PENDIDIKAN LUAR SEKOLAH,40
U,5110991,S-1 PENDIDIKAN MASYARAKAT,40
U,5110120,S-1 PENDIDIKAN MATEMATIKA,40
U,5191278,S-1 PENDIDIKAN MULTIMEDIA,40
U,5193545,S-1 PENDIDIKAN MUSIK,40
U,5102673,S-1 PENDIDIKAN NON FORMAL,40
U,5210246,S-1 PENDIDIKAN NONFORMAL ATAU PENDIDIKAN MASYARAKAT,40
U,5110964,S-1 PENDIDIKAN OLAH RAGA DAN KESEHATAN,40
U,5191163,S-1 PENDIDIKAN OLAHRAGA DAN KESEHATAN,40
U,5111003,S-1 PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,40
U,5101653,S-1 PENDIDIKAN PENGEMBANGAN KURIKULUM DAN TEKNOLOGI PENDIDIKAN,40
